Frequency (Hz)	Level (dB)
11326.464844	-102.448799
11347.998047	-101.418610
11369.531250	-101.052933
11391.064453	-100.074493
11412.597656	-96.878952
11434.130859	-98.677170
11455.664062	-101.942375
11477.197266	-102.700684
11498.730469	-101.373474
11520.263672	-99.697777
11541.796875	-101.848946
11563.330078	-101.986198
11584.863281	-101.931465
11606.396484	-101.616142
11627.929688	-101.093735
11649.462891	-101.507622
11670.996094	-101.868698
11692.529297	-102.343376
11714.062500	-103.426117
11735.595703	-103.538048
11757.128906	-102.843681
11778.662109	-102.825386
11800.195312	-102.690033
11821.728516	-102.548431
11843.261719	-103.248909
11864.794922	-102.959961
11886.328125	-103.384804
11907.861328	-104.612068
11929.394531	-103.868523
11950.927734	-102.757271
11972.460938	-103.235672
11993.994141	-103.499008
12015.527344	-103.775139
12037.060547	-105.048912
12058.593750	-105.104950
12080.126953	-104.436623
12101.660156	-104.629967
12123.193359	-105.646561
12144.726562	-105.933151
12166.259766	-106.348000
12187.792969	-106.604790
12209.326172	-105.897484
12230.859375	-105.811943
12252.392578	-105.746437
12273.925781	-106.533463
12295.458984	-107.042831
12316.992188	-106.543114
12338.525391	-107.180893
12360.058594	-107.684578
12381.591797	-107.986588
12403.125000	-108.355354
12424.658203	-108.039101
12446.191406	-108.086594
12467.724609	-108.251305
12489.257812	-108.332443
12510.791016	-108.665672
12532.324219	-109.791115
12553.857422	-111.256905
12575.390625	-110.508308
12596.923828	-109.473526
12618.457031	-110.475197
12639.990234	-112.340286
12661.523438	-111.404388
12683.056641	-111.583305
12704.589844	-112.427475
12726.123047	-113.478851
12747.656250	-113.688103
12769.189453	-114.399971
12790.722656	-115.825127
12812.255859	-117.031555
12833.789062	-117.116570
12855.322266	-118.377289
12876.855469	-121.835747
12898.388672	-120.947197
12919.921875	-120.401512
12941.455078	-119.968689
12962.988281	-121.056992
12984.521484	-122.772240
13006.054688	-122.983246
13027.587891	-123.709938
13049.121094	-123.654358
13070.654297	-124.031502
13092.187500	-123.159210
13113.720703	-122.921730
13135.253906	-122.763756
13156.787109	-123.841576
13178.320312	-123.507370
13199.853516	-123.565468
13221.386719	-124.425919
13242.919922	-123.561775
13264.453125	-123.595421
13285.986328	-123.641617
13307.519531	-123.032730
13329.052734	-123.176918
13350.585938	-122.990837
13372.119141	-122.876793
13393.652344	-123.005188
13415.185547	-122.009453
13436.718750	-119.166397
13458.251953	-118.795914
13479.785156	-120.992805
13501.318359	-122.488159
13522.851562	-119.353714
13544.384766	-117.214340
13565.917969	-116.651489
13587.451172	-117.111351
13608.984375	-116.542801
13630.517578	-114.338936
13652.050781	-112.655342
13673.583984	-111.265999
13695.117188	-111.243721
13716.650391	-113.277992
13738.183594	-112.815567
13759.716797	-112.018402
13781.250000	-111.043449
13802.783203	-109.516823
13824.316406	-108.571014
13845.849609	-108.053635
13867.382812	-108.400826
13888.916016	-109.434914
13910.449219	-109.542770
13931.982422	-107.668861
13953.515625	-107.467049
13975.048828	-108.881134
13996.582031	-107.741402
14018.115234	-107.399582
14039.648438	-107.087791
14061.181641	-106.397224
14082.714844	-106.625420
14104.248047	-106.402267
14125.781250	-106.033035
14147.314453	-106.321899
14168.847656	-105.662506
14190.380859	-105.463158
14211.914062	-105.778351
14233.447266	-106.415916
14254.980469	-106.579948
14276.513672	-106.019890
14298.046875	-106.268036
14319.580078	-105.577133
14341.113281	-106.605751
14362.646484	-106.714516
14384.179688	-105.128883
14405.712891	-104.162201
14427.246094	-105.484383
14448.779297	-106.103279
14470.312500	-106.538780
14491.845703	-106.214256
14513.378906	-105.151421
14534.912109	-105.841454
14556.445312	-104.894547
14577.978516	-105.395256
14599.511719	-105.826988
14621.044922	-104.970833
14642.578125	-104.420914
14664.111328	-104.967400
14685.644531	-105.362625
14707.177734	-104.491280
14728.710938	-105.432289
14750.244141	-104.371521
14771.777344	-104.472527
14793.310547	-104.662148
14814.843750	-104.455154
14836.376953	-104.194115
14857.910156	-104.774673
14879.443359	-105.246162
14900.976562	-104.690277
14922.509766	-104.302719
14944.042969	-104.230606
14965.576172	-104.471375
14987.109375	-103.356026
15008.642578	-103.648994
15030.175781	-104.008934
15051.708984	-103.780350
15073.242188	-104.379486
15094.775391	-104.956520
15116.308594	-104.989006
15137.841797	-103.974457
15159.375000	-104.790443
15180.908203	-104.296722
15202.441406	-103.931374
15223.974609	-104.875885
15245.507812	-104.566864
15267.041016	-104.656937
15288.574219	-103.786201
15310.107422	-103.407021
15331.640625	-105.193420
15353.173828	-105.886658
15374.707031	-104.648705
15396.240234	-105.329689
15417.773438	-105.296707
15439.306641	-105.244141
15460.839844	-105.873955
15482.373047	-105.131516
15503.906250	-105.391899
15525.439453	-105.263359
15546.972656	-105.512772
15568.505859	-105.083435
15590.039062	-104.621223
15611.572266	-104.500282
15633.105469	-105.407387
15654.638672	-105.520630
15676.171875	-106.056999
15697.705078	-105.962265
15719.238281	-105.453247
15740.771484	-105.329666
15762.304688	-105.709999
15783.837891	-105.168442
15805.371094	-104.895866
15826.904297	-106.314110
15848.437500	-108.728249
15869.970703	-112.376427
15891.503906	-114.267555
15913.037109	-120.302856
15934.570312	-119.796532
15956.103516	-113.336548
15977.636719	-113.158897
15999.169922	-119.143829
16020.703125	-122.520012
16042.236328	-123.425331
16063.769531	-123.439796
16085.302734	-121.648987
16106.835938	-115.969963
16128.369141	-115.748688
16149.902344	-120.335175
16171.435547	-122.767914
16192.968750	-122.975693
16214.501953	-123.066849
16236.035156	-123.631943
16257.568359	-123.065132
16279.101562	-123.095116
16300.634766	-123.188385
16322.167969	-123.535545
16343.701172	-123.561577
16365.234375	-123.059258
16386.767578	-123.551376
16408.300781	-123.325432
16429.833984	-123.022659
16451.367188	-123.169540
16472.900391	-124.027946
16494.433594	-123.460869
16515.966797	-123.839989
16537.500000	-124.142746
16559.033203	-123.991280
16580.566406	-124.012802
16602.099609	-123.965775
16623.632812	-123.630096
16645.166016	-124.176682
16666.699219	-123.843964
16688.232422	-122.950111
16709.765625	-123.444298
16731.298828	-123.588028
16752.832031	-123.737305
16774.365234	-123.635010
16795.898438	-124.334259
16817.431641	-123.582039
16838.964844	-123.044746
16860.498047	-122.742783
16882.031250	-123.024101
16903.564453	-124.020317
16925.097656	-123.215958
16946.630859	-123.204834
16968.164062	-123.767334
16989.697266	-124.457695
17011.230469	-124.179512
17032.763672	-124.247101
17054.296875	-124.062218
17075.830078	-123.575539
17097.363281	-123.011627
17118.896484	-123.737724
17140.429688	-122.752647
17161.962891	-123.091187
17183.496094	-123.649956
17205.029297	-123.378319
17226.562500	-122.694199
17248.095703	-122.682915
17269.628906	-123.395485
17291.162109	-123.704994
17312.695312	-123.936050
17334.228516	-123.515732
17355.761719	-122.632721
17377.294922	-123.605133
17398.828125	-123.549034
17420.361328	-122.940651
17441.894531	-123.162354
17463.427734	-123.203590
17484.960938	-123.971504
17506.494141	-124.199295
17528.027344	-123.487701
17549.560547	-123.531097
17571.093750	-124.020126
17592.626953	-124.398705
17614.160156	-123.922813
17635.693359	-123.115089
17657.226562	-123.535820
17678.759766	-123.640320
17700.292969	-122.584366
17721.826172	-122.687439
17743.359375	-123.258980
17764.892578	-123.426193
17786.425781	-123.009155
17807.958984	-123.080811
17829.492188	-123.820793
17851.025391	-122.975723
17872.558594	-122.684586
17894.091797	-123.551956
17915.625000	-122.825623
17937.158203	-123.249557
17958.691406	-123.542320
17980.224609	-122.850204
18001.757812	-123.580727
18023.291016	-124.136696
18044.824219	-123.917221
18066.357422	-123.908501
18087.890625	-123.739716
18109.423828	-123.548347
18130.957031	-123.534645
18152.490234	-123.370895
18174.023438	-122.934898
18195.556641	-122.386757
18217.089844	-123.223145
18238.623047	-123.757118
18260.156250	-123.938850
18281.689453	-124.077965
18303.222656	-124.050964
18324.755859	-123.771919
18346.289062	-124.107071
18367.822266	-124.247322
18389.355469	-123.473190
18410.888672	-123.518402
18432.421875	-124.212639
18453.955078	-124.945580
18475.488281	-124.317474
18497.021484	-123.960526
18518.554688	-124.238625
18540.087891	-123.778488
18561.621094	-124.046959
18583.154297	-124.299461
18604.687500	-123.671326
18626.220703	-123.925331
18647.753906	-124.401260
18669.287109	-123.728477
18690.820312	-124.564667
18712.353516	-123.527260
18733.886719	-123.670029
18755.419922	-123.764580
18776.953125	-124.087067
18798.486328	-123.409393
18820.019531	-123.610229
18841.552734	-123.006279
18863.085938	-123.081596
18884.619141	-123.222153
18906.152344	-122.834702
18927.685547	-123.172401
18949.218750	-123.805367
18970.751953	-123.749649
18992.285156	-123.771667
19013.818359	-123.877411
19035.351562	-124.081261
19056.884766	-123.900803
19078.417969	-123.560966
19099.951172	-123.530449
19121.484375	-122.964584
19143.017578	-123.163467
19164.550781	-123.828560
19186.083984	-123.805656
19207.617188	-123.788406
19229.150391	-124.295403
19250.683594	-123.857162
19272.216797	-123.212265
19293.750000	-123.350563
19315.283203	-123.956474
19336.816406	-124.166931
19358.349609	-124.546577
19379.882812	-124.124687
19401.416016	-123.424957
19422.949219	-123.392914
19444.482422	-123.168259
19466.015625	-122.621017
19487.548828	-123.564316
19509.082031	-123.549850
19530.615234	-124.786285
19552.148438	-123.577377
19573.681641	-122.743637
19595.214844	-123.318161
19616.748047	-123.543861
19638.281250	-123.156723
19659.814453	-123.362923
19681.347656	-123.941864
19702.880859	-123.833359
19724.414062	-123.372803
19745.947266	-123.156807
19767.480469	-123.352867
19789.013672	-123.279167
19810.546875	-124.162773
19832.080078	-123.498611
19853.613281	-123.546883
19875.146484	-123.282074
19896.679688	-122.471817
19918.212891	-122.365059
19939.746094	-123.452797
19961.279297	-123.474083
19982.812500	-123.955368
20004.345703	-123.235939
20025.878906	-122.454269
20047.412109	-122.706848
20068.945312	-122.661278
20090.478516	-124.055458
20112.011719	-122.933365
20133.544922	-122.920296
20155.078125	-123.935715
20176.611328	-124.100861
20198.144531	-123.817780
20219.677734	-124.500542
20241.210938	-124.053162
20262.744141	-123.624413
20284.277344	-123.740555
20305.810547	-123.410110
20327.343750	-124.152946
20348.876953	-123.606766
20370.410156	-123.507568
20391.943359	-122.683281
20413.476562	-121.840431
20435.009766	-122.908195
20456.542969	-123.907326
20478.076172	-123.784180
20499.609375	-123.500221
20521.142578	-124.006050
20542.675781	-123.707191
20564.208984	-124.343391
20585.742188	-122.994347
20607.275391	-122.202736
20628.808594	-122.803284
20650.341797	-123.315308
20671.875000	-123.165573
20693.408203	-123.861374
20714.941406	-124.516060
20736.474609	-123.874435
20758.007812	-123.805077
20779.541016	-123.525055
20801.074219	-123.866508
20822.607422	-123.895996
20844.140625	-124.041595
20865.673828	-123.837379
20887.207031	-123.557495
20908.740234	-123.076027
20930.273438	-123.106590
20951.806641	-123.844215
20973.339844	-123.892914
20994.873047	-122.800491
21016.406250	-122.970528
21037.939453	-123.264503
21059.472656	-122.695778
21081.005859	-122.330925
21102.539062	-123.312576
21124.072266	-123.625763
21145.605469	-123.309952
21167.138672	-122.954964
21188.671875	-123.113182
21210.205078	-123.390450
21231.738281	-123.816681
21253.271484	-123.970261
21274.804688	-123.321274
21296.337891	-124.044273
21317.871094	-123.888672
21339.404297	-123.340416
21360.937500	-123.890442
21382.470703	-123.764816
21404.003906	-123.338135
21425.537109	-122.502197
21447.070312	-122.279686
21468.603516	-122.771492
21490.136719	-124.001762
21511.669922	-123.892326
21533.203125	-123.481758
21554.736328	-122.998238
21576.269531	-123.259399
21597.802734	-123.456383
21619.335938	-123.249168
21640.869141	-123.479691
21662.402344	-123.022530
21683.935547	-123.188690
21705.468750	-123.422653
21727.001953	-123.144402
21748.535156	-121.983437
21770.068359	-122.313293
21791.601562	-123.471344
21813.134766	-123.801186
21834.667969	-124.175652
21856.201172	-123.323952
21877.734375	-123.617401
21899.267578	-123.830528
21920.800781	-123.112686
21942.333984	-122.890259
21963.867188	-123.655579
21985.400391	-123.716980
22006.933594	-123.865501
22028.466797	-124.004776
