Frequency (Hz)	Level (dB)
8893.212891	-122.855255
8914.746094	-122.289101
8936.279297	-122.831589
8957.812500	-122.573196
8979.345703	-121.791573
9000.878906	-122.551544
9022.412109	-123.805664
9043.945312	-121.962502
9065.478516	-119.026772
9087.011719	-117.791489
9108.544922	-118.384407
9130.078125	-117.539673
9151.611328	-115.419762
9173.144531	-113.462555
9194.677734	-112.987221
9216.210938	-112.217361
9237.744141	-112.222389
9259.277344	-110.643867
9280.810547	-109.072807
9302.343750	-109.008797
9323.876953	-109.213371
9345.410156	-107.932426
9366.943359	-109.505745
9388.476562	-108.350922
9410.009766	-106.803833
9431.542969	-106.495605
9453.076172	-106.034149
9474.609375	-105.699776
9496.142578	-106.419212
9517.675781	-106.525719
9539.208984	-105.651222
9560.742188	-105.624176
9582.275391	-104.314987
9603.808594	-104.359238
9625.341797	-105.250839
9646.875000	-105.375229
9668.408203	-105.007683
9689.941406	-105.194656
9711.474609	-104.839951
9733.007812	-104.521477
9754.541016	-103.619278
9776.074219	-103.225296
9797.607422	-103.750633
9819.140625	-105.145966
9840.673828	-105.538223
9862.207031	-103.921471
9883.740234	-102.970680
9905.273438	-103.355568
9926.806641	-103.179779
9948.339844	-102.798225
9969.873047	-102.761848
9991.406250	-102.686928
10012.939453	-102.949371
10034.472656	-105.077995
10056.005859	-102.403191
10077.539062	-101.003487
10099.072266	-101.838654
10120.605469	-102.279358
10142.138672	-102.376236
10163.671875	-101.729729
10185.205078	-100.997009
10206.738281	-101.999832
10228.271484	-102.142799
10249.804688	-102.553696
10271.337891	-101.531502
10292.871094	-100.697716
10314.404297	-100.526283
10335.937500	-100.297287
10357.470703	-100.972679
10379.003906	-101.192970
10400.537109	-97.539238
10422.070312	-99.042831
10443.603516	-101.382599
10465.136719	-102.170273
10486.669922	-97.674622
10508.203125	-96.627548
10529.736328	-100.303322
10551.269531	-99.517273
10572.802734	-93.895493
10594.335938	-93.899841
10615.869141	-100.195984
10637.402344	-100.243675
10658.935547	-100.731621
10680.468750	-101.806351
10702.001953	-101.683083
10723.535156	-101.212555
10745.068359	-102.098717
10766.601562	-101.333298
10788.134766	-101.368980
10809.667969	-101.337547
10831.201172	-100.033798
10852.734375	-100.291573
10874.267578	-100.546249
10895.800781	-100.628929
10917.333984	-101.083580
10938.867188	-100.449059
10960.400391	-100.764008
10981.933594	-100.978020
11003.466797	-100.962006
11025.000000	-100.904411
11046.533203	-100.405418
11068.066406	-101.122643
11089.599609	-102.116234
11111.132812	-101.241127
11132.666016	-101.389061
11154.199219	-100.528587
11175.732422	-100.494072
11197.265625	-100.956787
11218.798828	-101.793961
11240.332031	-101.671211
11261.865234	-101.495621
11283.398438	-102.120697
11304.931641	-101.748665
11326.464844	-101.249870
11347.998047	-100.370117
11369.531250	-100.818130
11391.064453	-101.495239
11412.597656	-101.229012
11434.130859	-101.270752
11455.664062	-96.212448
11477.197266	-96.007607
11498.730469	-100.754951
11520.263672	-102.286263
11541.796875	-100.783493
11563.330078	-100.927170
11584.863281	-102.822853
11606.396484	-101.287148
11627.929688	-101.209328
11649.462891	-100.250641
11670.996094	-102.276680
11692.529297	-101.562668
11714.062500	-101.548134
11735.595703	-103.990433
11757.128906	-103.623108
11778.662109	-104.443726
11800.195312	-104.115479
11821.728516	-102.978081
11843.261719	-102.088158
11864.794922	-102.540977
11886.328125	-103.303780
11907.861328	-103.431793
11929.394531	-104.123344
11950.927734	-104.333351
11972.460938	-103.929161
11993.994141	-103.100914
12015.527344	-103.222626
12037.060547	-104.588661
12058.593750	-104.498856
12080.126953	-105.034981
12101.660156	-105.479095
12123.193359	-104.878708
12144.726562	-105.657654
12166.259766	-106.763695
12187.792969	-106.888947
12209.326172	-106.727997
12230.859375	-106.426834
12252.392578	-106.381920
12273.925781	-107.007317
12295.458984	-106.642296
12316.992188	-105.779007
12338.525391	-105.774498
12360.058594	-107.147636
12381.591797	-108.468925
12403.125000	-108.697693
12424.658203	-107.997597
12446.191406	-107.791405
12467.724609	-107.342766
12489.257812	-107.153549
12510.791016	-107.757828
12532.324219	-108.821060
12553.857422	-110.554016
12575.390625	-110.281570
12596.923828	-109.310997
12618.457031	-109.705147
12639.990234	-110.790558
12661.523438	-110.325417
12683.056641	-109.970833
12704.589844	-111.375542
12726.123047	-112.479904
12747.656250	-112.008224
12769.189453	-112.296440
12790.722656	-113.172806
12812.255859	-114.327805
12833.789062	-116.165390
12855.322266	-118.316628
12876.855469	-118.972000
12898.388672	-119.102028
12919.921875	-120.299889
12941.455078	-122.901497
12962.988281	-122.975388
12984.521484	-123.841522
13006.054688	-123.261436
13027.587891	-123.797821
13049.121094	-123.633057
13070.654297	-123.808319
13092.187500	-122.775566
13113.720703	-122.344681
13135.253906	-122.878487
13156.787109	-123.429779
13178.320312	-124.408188
13199.853516	-124.048576
13221.386719	-123.858856
13242.919922	-123.884224
13264.453125	-123.961365
13285.986328	-124.104942
13307.519531	-122.615662
13329.052734	-122.935257
13350.585938	-123.865555
13372.119141	-123.068642
13393.652344	-121.018906
13415.185547	-121.000877
13436.718750	-120.846649
13458.251953	-119.133469
13479.785156	-119.222610
13501.318359	-120.844002
13522.851562	-121.968956
13544.384766	-119.000214
13565.917969	-117.026634
13587.451172	-116.083786
13608.984375	-114.493935
13630.517578	-112.712257
13652.050781	-113.060181
13673.583984	-113.094643
13695.117188	-111.775467
13716.650391	-112.738701
13738.183594	-112.730698
13759.716797	-111.404411
13781.250000	-109.652344
13802.783203	-107.794106
13824.316406	-107.923195
13845.849609	-109.200935
13867.382812	-109.089737
13888.916016	-109.496269
13910.449219	-108.710686
13931.982422	-107.719231
13953.515625	-107.527924
13975.048828	-107.803642
13996.582031	-107.861572
14018.115234	-107.087112
14039.648438	-106.745712
14061.181641	-107.544563
14082.714844	-107.740135
14104.248047	-106.285858
14125.781250	-106.574524
14147.314453	-106.545883
14168.847656	-106.938515
14190.380859	-107.768997
14211.914062	-106.596649
14233.447266	-106.311836
14254.980469	-107.412369
14276.513672	-106.834526
14298.046875	-106.308189
14319.580078	-105.884766
14341.113281	-106.007027
14362.646484	-104.257706
14384.179688	-104.042320
14405.712891	-104.393700
14427.246094	-104.938377
14448.779297	-104.798248
14470.312500	-105.426102
14491.845703	-104.806976
14513.378906	-105.689903
14534.912109	-105.521713
14556.445312	-105.495888
14577.978516	-104.582916
14599.511719	-104.880798
14621.044922	-105.415131
14642.578125	-105.087883
14664.111328	-103.355247
14685.644531	-104.729599
14707.177734	-105.363411
14728.710938	-105.272781
14750.244141	-105.027000
14771.777344	-104.092484
14793.310547	-103.086037
14814.843750	-103.126137
14836.376953	-103.903503
14857.910156	-104.646744
14879.443359	-104.312325
14900.976562	-103.705124
14922.509766	-104.273468
14944.042969	-105.330391
14965.576172	-106.016052
14987.109375	-104.908760
15008.642578	-104.230553
15030.175781	-103.985229
15051.708984	-103.469566
15073.242188	-102.998505
15094.775391	-104.457008
15116.308594	-104.842049
15137.841797	-104.832100
15159.375000	-103.499344
15180.908203	-103.262245
15202.441406	-104.004646
15223.974609	-104.123528
15245.507812	-104.859734
15267.041016	-104.494804
15288.574219	-103.781288
15310.107422	-104.042892
15331.640625	-104.428772
15353.173828	-103.743019
15374.707031	-103.520775
15396.240234	-103.731323
15417.773438	-103.310402
15439.306641	-103.641754
15460.839844	-103.387138
15482.373047	-103.679886
15503.906250	-104.012337
15525.439453	-104.061249
15546.972656	-103.716751
15568.505859	-103.099052
15590.039062	-104.774628
15611.572266	-104.431343
15633.105469	-103.996002
15654.638672	-103.150742
15676.171875	-103.605278
15697.705078	-104.706779
15719.238281	-104.625664
15740.771484	-103.376495
15762.304688	-102.996811
15783.837891	-104.172203
15805.371094	-103.589104
15826.904297	-103.280350
15848.437500	-104.188614
15869.970703	-107.209305
15891.503906	-109.869797
15913.037109	-110.668098
15934.570312	-111.225998
15956.103516	-111.477005
15977.636719	-113.985634
15999.169922	-120.318703
16020.703125	-117.844276
16042.236328	-110.663315
16063.769531	-109.466232
16085.302734	-110.738159
16106.835938	-112.998138
16128.369141	-118.780258
16149.902344	-123.256699
16171.435547	-124.307930
16192.968750	-123.622635
16214.501953	-118.132118
16236.035156	-112.145157
16257.568359	-112.176682
16279.101562	-117.974403
16300.634766	-122.932381
16322.167969	-123.171814
16343.701172	-123.269608
16365.234375	-124.010460
16386.767578	-124.844360
16408.300781	-124.617867
16429.833984	-124.230408
16451.367188	-123.452316
16472.900391	-123.297432
16494.433594	-123.404854
16515.966797	-123.042519
16537.500000	-122.173119
16559.033203	-122.530319
16580.566406	-124.514336
16602.099609	-123.270828
16623.632812	-122.893211
16645.166016	-123.783920
16666.699219	-124.169136
16688.232422	-123.504723
16709.765625	-123.664886
16731.298828	-123.707764
16752.832031	-123.494659
16774.365234	-123.205849
16795.898438	-123.748009
16817.431641	-123.146599
16838.964844	-123.482498
16860.498047	-123.335472
16882.031250	-122.813187
16903.564453	-124.111366
16925.097656	-124.237625
16946.630859	-123.814766
16968.164062	-124.133057
16989.697266	-122.727600
17011.230469	-122.354149
17032.763672	-122.890381
17054.296875	-124.396240
17075.830078	-123.385048
17097.363281	-123.052834
17118.896484	-123.049911
17140.429688	-122.926331
17161.962891	-123.785149
17183.496094	-123.931938
17205.029297	-124.327965
17226.562500	-123.598022
17248.095703	-123.233307
17269.628906	-123.501381
17291.162109	-123.633148
17312.695312	-123.081520
17334.228516	-123.461662
17355.761719	-123.200340
17377.294922	-123.261955
17398.828125	-124.035255
17420.361328	-123.740898
17441.894531	-123.521988
17463.427734	-122.853920
17484.960938	-123.117500
17506.494141	-123.742111
17528.027344	-124.820877
17549.560547	-124.679985
17571.093750	-123.769470
17592.626953	-122.846375
17614.160156	-122.808685
17635.693359	-123.198212
17657.226562	-123.659821
17678.759766	-123.223495
17700.292969	-123.099922
17721.826172	-123.588188
17743.359375	-123.695503
17764.892578	-123.137199
17786.425781	-122.999916
17807.958984	-122.900665
17829.492188	-123.638916
17851.025391	-124.437836
17872.558594	-123.936783
17894.091797	-123.760757
17915.625000	-123.559013
17937.158203	-122.888428
17958.691406	-122.987648
17980.224609	-122.619690
18001.757812	-122.266342
18023.291016	-123.295319
18044.824219	-124.617485
18066.357422	-124.257019
18087.890625	-123.492378
18109.423828	-123.371849
18130.957031	-122.007591
18152.490234	-122.322403
18174.023438	-122.816917
18195.556641	-123.113670
18217.089844	-123.024544
18238.623047	-122.869392
18260.156250	-123.284332
18281.689453	-124.592552
18303.222656	-123.480492
18324.755859	-123.433891
18346.289062	-123.792603
18367.822266	-122.882019
18389.355469	-123.503876
18410.888672	-123.101440
18432.421875	-123.102577
18453.955078	-123.264488
18475.488281	-122.710228
18497.021484	-122.692238
18518.554688	-123.765068
18540.087891	-124.091354
18561.621094	-123.533722
18583.154297	-123.166901
18604.687500	-122.930099
18626.220703	-123.069839
18647.753906	-123.428108
18669.287109	-123.461426
18690.820312	-124.226784
18712.353516	-125.133904
18733.886719	-123.728806
18755.419922	-122.729279
18776.953125	-122.605919
18798.486328	-124.048996
18820.019531	-124.461571
18841.552734	-124.389099
18863.085938	-123.011215
18884.619141	-123.544502
18906.152344	-124.258217
18927.685547	-123.310936
18949.218750	-123.171013
18970.751953	-123.408012
18992.285156	-123.523094
19013.818359	-122.255913
19035.351562	-121.488434
19056.884766	-122.210777
19078.417969	-123.033653
19099.951172	-122.236855
19121.484375	-123.116188
19143.017578	-124.016838
19164.550781	-123.702820
19186.083984	-122.876671
19207.617188	-123.278481
19229.150391	-123.148071
19250.683594	-123.489098
19272.216797	-123.771049
19293.750000	-124.455399
19315.283203	-124.031624
19336.816406	-123.858665
19358.349609	-123.601997
19379.882812	-123.579628
19401.416016	-124.214661
19422.949219	-124.156418
19444.482422	-123.824745
19466.015625	-123.516365
19487.548828	-123.618553
19509.082031	-123.026016
19530.615234	-122.869247
19552.148438	-123.598419
19573.681641	-123.194206
19595.214844	-122.532013
19616.748047	-123.233406
19638.281250	-122.820984
19659.814453	-122.943428
19681.347656	-122.896988
19702.880859	-122.535881
19724.414062	-123.532074
19745.947266	-123.792114
19767.480469	-123.967781
19789.013672	-123.878662
19810.546875	-123.699608
19832.080078	-123.444847
19853.613281	-122.827995
19875.146484	-123.112236
19896.679688	-123.420456
19918.212891	-123.888214
19939.746094	-122.419418
19961.279297	-123.161545
19982.812500	-123.885933
20004.345703	-123.324196
20025.878906	-124.127541
20047.412109	-123.370804
20068.945312	-123.234009
20090.478516	-122.653214
20112.011719	-122.400169
20133.544922	-122.258667
20155.078125	-122.984230
20176.611328	-124.649162
20198.144531	-123.429924
20219.677734	-122.151756
20241.210938	-124.722755
20262.744141	-125.081306
20284.277344	-123.513824
20305.810547	-123.335007
20327.343750	-123.939140
20348.876953	-123.639534
20370.410156	-122.941521
20391.943359	-123.701576
20413.476562	-125.201080
20435.009766	-124.463753
20456.542969	-124.110390
20478.076172	-123.022079
20499.609375	-123.520958
20521.142578	-123.503487
20542.675781	-124.135674
20564.208984	-123.793198
20585.742188	-122.988411
20607.275391	-124.194725
20628.808594	-123.836319
20650.341797	-123.280525
20671.875000	-123.888977
20693.408203	-124.633537
20714.941406	-123.711967
20736.474609	-124.070305
20758.007812	-123.587929
20779.541016	-122.232437
20801.074219	-122.941757
20822.607422	-123.707626
20844.140625	-123.642838
20865.673828	-124.077553
20887.207031	-123.969650
20908.740234	-123.245552
20930.273438	-122.838593
20951.806641	-124.128922
20973.339844	-123.633224
20994.873047	-122.691605
21016.406250	-123.588860
21037.939453	-124.221031
21059.472656	-125.014137
21081.005859	-124.915787
21102.539062	-123.946777
21124.072266	-122.994858
21145.605469	-123.274078
21167.138672	-123.984978
21188.671875	-123.720535
21210.205078	-122.856125
21231.738281	-123.141190
21253.271484	-125.195427
21274.804688	-123.637352
21296.337891	-123.279465
21317.871094	-123.754585
21339.404297	-123.648087
21360.937500	-123.776054
21382.470703	-123.177490
21404.003906	-122.775497
21425.537109	-123.522636
21447.070312	-123.636322
21468.603516	-123.372543
21490.136719	-123.663895
21511.669922	-123.843903
21533.203125	-123.804482
21554.736328	-123.148872
21576.269531	-122.683311
21597.802734	-122.571587
21619.335938	-123.518898
21640.869141	-123.905579
21662.402344	-123.702179
21683.935547	-124.078568
21705.468750	-124.352631
21727.001953	-124.019035
21748.535156	-123.353127
21770.068359	-123.517555
21791.601562	-123.521866
21813.134766	-123.663254
21834.667969	-123.480209
21856.201172	-123.533028
21877.734375	-123.343758
21899.267578	-123.087936
21920.800781	-123.479210
21942.333984	-123.160957
21963.867188	-123.808426
21985.400391	-123.524567
22006.933594	-122.451286
22028.466797	-122.621956
